"","x","y"
"185",-122.4194155,37.7749295
"186",-123.1207375,49.2827291
"187",-119.7725868,36.7468422
"188",-119.7725868,36.7468422
"189",-118.19641113,34.03991512
"190",-121.3716178,38.4087993
"191",-68.7778138,44.8011821
"192",-118.2436849,34.0522342
"193",-114.8886296,39.2474393
"194",-118.2436849,34.0522342
"195",-117.2065121,32.7475728
"196",-118.14037818,33.85045539
"197",-121.5682751,37.0057816
"198",-95.4064,29.9469
"199",-122.4194155,37.7749295
"200",-119.177268,34.2400713
"201",-119.7900079,39.4753605
"202",-121.8863286,37.3382082
"203",-122.290319,47.501793
"204",-116.7804664,47.6776832
"205",-120.5542012,43.8041334
"206",-83.7640349,42.9789796
"207",-95.3698028,29.7604267
"208",-84.5070934,42.7403805
"209",-118.2468148,33.9697897
"210",-122.34809,37.5778696
"211",-94.82389424,39.12439361
"212",-114.73361291,36.01419003
"213",-88.01,43.02
"214",-97.1452,32.9467
"215",-118.35045499,33.89086053
"216",-73.94766346,40.80154197
"217",-83.3014888,42.3270368
"218",-95.9979883,41.2523634
"219",-117.6508876,34.0633443
"220",-122.51,47.16
"221",-71.5,41.7
"222",-88.098284,44.67856
"223",-85.7495,38.2289
"224",-80.4833,43.45
"225",-86.1465599,39.75904
"226",-122.3356196,47.5802366
"227",-86.0093927,39.8247696
"228",-117.2499749,33.095442
"229",-73.9808543,40.7555465
"230",-81.5276132,30.2595967
"231",-83.1497751,42.6064095
"232",-74.0116536,40.8932469
"233",-80.0877116,40.6793943
"234",-98.448588,29.6494757
"235",-96.7061609,43.8260841
"236",-79.4428157,37.7840208
"237",-83.0116185,42.6307917
"238",-95.4865233,29.7967063
"239",-72.5235394,41.8084772
"240",-88.0811349,37.3328286
"241",-84.0176904,33.6676103
"242",-89.1289728,41.3275349
"243",-77.9591484,35.3748867
"244",-93.0551795,34.5037004
"245",-72.83089188,41.4739085
"246",-82.1911569,40.9812733
"247",-86.5992163,34.7413255
"248",-86,36
"249",-97.53422546,35.53147191
"250",-121.9638138,49.1045456
"251",-74.1386,40.78116
"252",-122.41041,37.78564
"253",-122.44,47.26
"254",-97.8808,36.4006
"255",-80.42145669,25.70056165
"256",-73.96011949,41.19595109
"257",-95.3832,29.7629
"258",-90.1717987,44.6688524
"259",-80.4,25.76
"260",-90.05152,29.88583
"261",-73.98452712,40.7560144
"262",-81.68798974,41.49662625
"263",-71.27784,41.67198
"264",-73.9234619,40.7643574
"265",-118.263032,34.0508369
"266",-84.210004,31.614334
"267",-80.1917902,25.7616798
"268",-74.0059413,40.7127837
"269",-81.0228331,29.2108147
"270",-76.6140197,39.9075307
"271",-74.0059413,40.7127837
"272",-70.4383871,43.8342433
"273",-71.1311117,42.6759506
"274",-74.1804159,39.642897
"275",-118.411837,33.884272
"276",-72.8141185,41.2799027
"277",-78.8783689,42.8864468
"278",-77.0707471,38.9199523
"279",-97.7430608,30.267153
"280",-73.98329,40.69085
"281",-90.4811,38.7839
"282",-86.1816365,41.6974596
"283",-122.23,47.31
"284",-81.54686,30.72972
"285",-73.99432931,40.72177974
"286",-81.37640509,28.66649693
"287",-79.6667,43.4333
"288",-117.85007,33.67845
"289",-81.8458,41.4753
"290",-122.39872,37.781157
"291",-105.2227363,35.6046079
"292",-73.18559344,40.85841454
"293",-79.06497,35.90984
"294",-99.2913908,38.87195429
"295",-74.0059413,40.7127837
"296",-74.0064,40.7142
"297",-73.50325,40.7279553
"298",-84.0203161,33.863643
"299",-76.5205184,39.2506633
"300",-112.0740373,33.4483771
"301",-104.876604,39.562641
"302",-90.0157838,29.919432
"303",-93.2650108,44.977753
"304",-87.8664579,42.1933581
"305",-77.077468,41.8072961
"306",-89.5403279,37.2856186
"307",-73.78314072,40.64402735
"308",-70.2408811,43.6414716
"309",-97.6325415,39.8244501
"310",-74.002591,40.757777
"311",-74.2098679,40.9050988
"312",-86.8968,40.0388
"313",-76.49482497,37.19007732
"314",-86.78388889,36.165
"315",-94.1956,36.3506
"316",-73.7814,41.2772
"317",-86.09781504,39.57668487
"318",-117.771,34.1144
"319",-91.48041632,44.8073699
"320",-90.8048746,29.78681367
"321",-75.16841,39.95113
"322",-81.46736911,28.47547081
"323",-84.0712997,34.0514898
"324",-72.5441445,42.0027181
"325",-77.0368707,38.9071923
"326",-81.3492456,28.5531387
"327",-95.4586188,30.2059241
"328",-75.1600799,39.92521
"329",-75.1353302,39.9764404
"330",-122.33627737,47.61232573
"331",-83.1499322,42.6583661
"332",-71.0119948,42.4084302
"333",-74.2290319,40.8517876
"334",-71.5803037,43.4500227
"335",-87.0681343,36.1423849
"336",-76.9105483,38.6265124
"337",-102.0779146,31.9973456
"338",-97.330053,37.6871761
"339",-80.85277778,35.22583333
"340",-80.1425781,39.4850848
"341",-104.9665815,39.7167888
"342",-74.0059413,40.7127837
"343",-118.30433152,34.11152704
"344",-81.7792,32.4451
"345",-85.13597714,42.38236434
"346",-80.7,28.3
"347",-84.3417571,33.8313052
"348",-117.13373728,32.78491182
"349",-97.1452,32.9467
"350",-85.5743227,30.1453538
"351",-81.0864776,34.3807012
"352",-91.45722222,42.48611111
"353",-90.1978,38.6272
"354",-112.0740373,33.4483771
"355",-73.95049,40.73623
"356",-87.55106358,41.73273914
"357",-73.9637457,40.6829536
"358",-80.8157552,35.22030601
"359",-80.73574478,32.18200902
"360",-80.1341,25.813
"361",-73.98559478,40.74900325
"362",-119.4179324,36.778261
"363",-81.6377,30.3241
"364",-95.0223488,29.7393886
"365",-118.158,33.8041
"366",-79.9863,32.7893
"367",-72.80835,41.25601
"368",-79.10936,43.81177
"369",-111.98005284,33.59639789
"370",-83.1140771,40.0992294
"371",-80.110119,40.3671632
"372",-86.7827772,36.0331164
"373",-76.545323,39.269981
"374",-71.0588801,42.3600825
"375",-75.6283191,40.0237205
"376",-76.4730122,37.0870821
"377",-121.835,39.74
"378",-98.4936282,29.4241219
"379",-79.5088783,43.6333113
"380",-79.5088783,43.6333113
"381",-118.243,34.0522
"382",-73.60658686,40.74329238
"383",-77.5816353,35.2626635
"384",-111.8412502,33.3061605
"385",-112.0010501,40.6916132
"386",-122.4194155,37.7749295
"387",-117.1610838,32.715738
"388",-83.11806224,40.15643708
"389",-122.4442906,47.2528768
"390",-121.7405167,38.5449065
"391",-82.74992942,27.74212187
"392",-122.2363548,37.4852152
"393",-117.2927641,34.5362184
"394",-117.6845508,33.6447519
"395",-123.1207375,49.2827291
"396",-115.1742497,36.0676246
"397",-81.3392352,28.5999998
"398",-121.9965042,37.8140949
"399",-119.7601222,39.4220647
"400",-123.1207375,49.2827291
"401",-121.275389,38.0222681
"402",-118.4104684,34.2767691
"403",-118.6076034,34.2206261
"404",-73.98412228,40.77261188
"405",-117.8531007,33.7879139
"406",-122.2348431,47.3809335
"407",-120.2008761,45.716796
"408",-116.7804664,47.6776832
"409",-122.3320708,47.6062095
"410",-122.4442906,47.2528768
"411",-122.0807964,37.6688205
"412",-85.17208255,41.09909899
"413",-122.2756415,42.9357625
"414",-122.0574,37.4192
"415",-78.907221,43.8708
"416",-80.1037721,26.7619563
"417",-117.7946942,33.6839473
"418",-119.327184,36.617466
"419",-122.5882218,45.6565063
"420",-122.6764816,45.5230622
"421",-116.909365,48.1807415
"422",-122.6764816,45.5230622
"423",-96.30286631,30.63512635
"424",-121.9584165,37.2906037
"425",-122.19,47.61
"426",-122.46,37.4933
"427",-97.1194637,34.5045317
"428",-72.61604798,41.76622457
"429",-80.8768599,35.16822
"430",-74.0064,40.7142
"431",-122.0574,37.4192
"432",-90.06542749,29.94956111
"433",-73.85160514,43.02128965
"434",-74.4811,40.79586
"435",-80.99981,29.16851
"436",-116.54776669,33.84862937
"437",-84.38035,33.8376499
"438",-84.3557802,41.2844933
"439",-74.3079,40.7247
"440",-84.2978,33.7714
"441",-86.7816016,36.1626638
"442",-93.2777226,44.7677424
"443",-75.7,45.4167
"444",-122.858419,46.9770179
"445",-111.9554995,33.4423485
"446",-87.4139092,39.4667034
"447",-73.8990267,40.7481302
"448",-73.93,40.6438
"449",-77.856966,40.792422
"450",-75.1652,39.933
"451",-84.3992794,33.7750094
"452",-84.04428363,35.92561759
"453",-80.2174678,25.73643213
"454",-83.4749,42.5361
"455",-98.7837233,29.5244117
"456",-96.6306606,32.8185523
"457",-122.12,47.59
"458",-73.79083125,40.64952463
"459",-119.714,34.4258
"460",-117.9188776,33.81224332
"461",-118.3186562,34.0400249
"462",-87.69758,41.92261
"463",-73.97527778,40.78694444
"464",-85.667207,42.96372
"465",-73.567256,45.5016889
"466",-84.3881,33.7489
"467",-122.82,47.04
"468",-97.789745,30.2700517
"469",-77.1772604,38.9338676
"470",-73.877661,42.2166193
"471",-86.0905145,42.8288596
"472",-93.21772,44.7319094
"473",-80.8872959,35.7826363
"474",-70.9762121,43.3192904
"475",-73.92100957,40.82698178
"476",-117.628,34.0528
"477",-75.1652215,39.9525839
"478",-76.9769,38.91778
"479",-74.0064,40.7142
"480",-83.1252678,39.9201883
"481",-80.2532249,26.3107774
"482",-112.0096792,33.4806217
"483",-118.33604357,34.17541936
"484",-69.9767,43.7606
"485",-104.90808501,39.62531818
"486",-96.83744588,33.15075544
"487",-84.174462,33.489174
"488",-80.2241,25.7877
"489",-95.36488,29.76614
"490",-84.36317,33.78145
"491",-117.98266226,46.76305771
"492",-111.789027,33.3528264
"493",-82.946343,42.311903
"494",-122.33,47.6
"495",-73.70575542,41.04836463
"496",-92.9637293,44.9267988
"497",-87.7812524,41.7641723
"498",-71.0588801,42.3600825
"499",-71.4161565,42.279286
"500",-122.40445581,37.78996407
"501",-83.93895434,33.87968853
"502",-78.87708,35.05266
"503",-96.99668864,28.85494928
"504",-87.9152751,43.0241815
"505",-73.99788,40.71845
"506",-117.9188776,33.81224332
"507",-77.00903804,38.92477229
"508",-83.047355,42.337468
"509",-90.3371889,38.6105426
"510",-86.78388889,36.165
"511",-122.6764816,45.5230622
"512",-87.8314324,41.2505881
"513",-80.256595,26.1669711
"514",-81.2793294,43.0249552
"515",-73.99277932,40.75031287
"516",-81.39192708,28.44461209
"517",-81.9220845,41.4847662
"518",-112.11533792,33.58278509
"519",-84.3879824,33.7489954
"520",-111.8984985,33.3014708
"521",-76.1474244,43.0481221
"522",-122.0575434,37.387474
"523",-77.0190228,38.912068
"524",-95.302789,32.2958895
"525",-84.360083,33.9055099
"526",-97.3543403,30.1110202
"527",-82.1400923,29.1871986
"528",-88.0039653,42.263079
"529",-92.315626,38.94903
"530",-100,40
"531",-84.5037164,38.0405837
"532",-91.9468906,30.145168
"533",-89.3381166,35.2418099
"534",-86.52345387,35.95010413
"535",-85.0588575,41.3669942
"536",-73.9441579,40.6781784
"537",-80.1596041,26.2286939
"538",-122.21,47.68
"539",-79.45234921,43.72582433
"540",-105.0002242,39.7541032
"541",-79.9230721,34.2992567
"542",-92.0635672,32.4968668
"543",-81.0998342,32.0835407
"544",-90.31216,38.61339
"545",-78.898619,35.9940329
"546",-75.3835525,40.1012856
"547",-73.9911,40.7581
"548",-104.990251,39.7392358
"549",-90.1848103,32.2987573
"550",-73.567256,45.5016889
"551",-87.9166915,37.6833776
"552",-97.5788975,35.578861
"553",-88.2039607,41.8847507
"554",-80.347009,41.0036719
"555",-90.1848103,32.2987573
"556",-74.8593318,40.5123258
"557",-111.8980127,33.5548714
"558",-82.9290696,40.1261743
"559",-96.6851982,40.8257625
"560",-118.28212922,34.08472021
"561",-71.8022955,42.5834228
"562",-70.86615098,42.81006922
"563",-122.7140548,38.440429
"564",-80.18205,25.89627
"565",-90.06916,29.94087
"566",-77.50957489,39.04855228
"567",-100.30509599,25.78923944
"568",-80.1231,25.9503
"569",-117.081,33.1248
"570",-79.3849968,43.6635269
"571",-73.81037,40.70017
"572",-73.98201179,40.76294771
"573",-90.06755,29.95634
"574",-73.89309,40.81844
"575",-77.5,41
"576",-118.43014506,34.04658747
"577",-77.03660488,38.89684467
"578",-118.39685658,34.06662889
"579",-86.2508,41.8303
"580",-81.46736911,28.47547081
"581",-83.01185135,42.34319384
"582",-89.9651186,41.809751
"583",-87.6844,41.8369
"584",-90.24632009,38.60017003
"585",-82.5116794,27.9639971
"586",-93.2650108,44.977753
"587",-94.9955165,41.404446
"588",-119.161041,46.2138054
"589",-122.4144869,47.2111983
"590",-122.8940031,46.143583
"591",-117.9009544,48.5449971
"592",-122.177741,47.3135849
"593",-119.7674034,39.1637984
"594",-122.7639851,45.3840077
"595",-117.0358646,32.9628232
"596",-122.989827,45.5228939
"597",-119.8138027,39.5296329
"598",-122.1585777,38.049365
"599",-117.4316272,47.6600716
"600",-120.2166519,34.6195028
"601",-122.1585777,38.049365
"602",-77.5636015,39.1156615
"603",-122.3463143,37.9953336
"604",-122.0399663,38.2493581
"605",-117.1610838,32.715738
"606",-121.805789,38.0049214
"607",-72.9357954,41.3045436
"608",-117.1610838,32.715738
"609",-81.8723084,26.640628
"610",-82.060925,29.0599898
"611",-118.2436849,34.0522342
"612",-117.4260466,47.6587802
"613",-118.1937395,33.7700504
"614",-81.4734,28.4728
"615",-87.648088,41.84678
"616",-122.4205059,37.6407931
"617",-117.1060875,33.4554212
"618",-106.077,39.6384
"619",-75.0259637,39.4863773
"620",-97.5998486,33.2297815
"621",-77.1772604,38.9338676
"622",-115.1780224,36.1776378
"623",-75.6582628,39.6292788
"624",-74.0059413,40.7127837
"625",-90.44652,38.6362225
"626",-95.3322617,29.8412815
"627",-79.3824573,43.6706787
"628",-117.0619755,34.0039039
"629",-74.00714,40.71455
"630",-92.01803237,30.22387375
"631",-74.296938,40.8488841
"632",-122.95,46.15
"633",-81.7367045,41.3799136
"634",-117.0890019,32.6307966
"635",-93.1435497,44.6402434
"636",-82.5116794,27.9639971
"637",-122.7140548,38.440429
"638",-116.7872399,33.9175154
"639",-117.2802785,33.9379948
"640",-81.940232,34.9671629
"641",-76.38,36.89
"642",-90.059,29.9728
"643",-81.3445012,40.2339147
"644",-77.31946772,37.34341801
"645",-97.1080656,32.735687
"646",-93.182981,44.965373
"647",-79.9958864,40.4406248
"648",-84.3761839,39.2314354
"649",-73.0861377,41.3304063
"650",-77.0010786,41.2411897
"651",-76.707132,39.359022
"652",-118.35336765,34.13641722
"653",-82.391496,28.1945346
"654",-72.06666667,41.78333333
"655",-73.8987469,40.9312099
"656",-76.4921829,38.9784453
"657",-76.9074739,39.0348317
"658",-117.1817377,46.7297771
"659",-71.0947805,42.8364781
"660",-76.1214512,43.1481732
"661",-82.3940104,34.8526176
"662",-76.7769324,39.1202934
"663",-71.4547891,42.9956397
"664",-79.3831843,43.653226
"665",-117.433,34.576
"666",-77.7783348,40.9133943
"667",-70.473824,43.7994194
"668",-81.25449,28.61927
"669",-79.93,32.78
"670",-84.36317,33.78145
"671",-74.00066,40.67639
"672",-122.63,47.56
"673",-75.14567077,39.98650596
"674",-86.2911024,36.2081098
"675",-84.52091167,39.13960584
"676",-87.8169193,41.82979891
"677",-71.43192539,42.95562152
"678",-93.6564022,41.4793936
"679",-74.0064,40.7142
"680",-84.10482422,39.69402799
"681",-78.8689155,38.4495688
"682",-71.06485,42.31671
"683",-74.04262955,41.12429074
"684",-108.7086649,32.3503605
"685",-88.0398912,30.6953657
"686",-73.7116,45.5129
"687",-93.6118518,41.9987352
"688",-82.9460133,39.600618
"689",-76.6623903,42.5405066
"690",-80.1373174,26.1224386
"691",-97.678896,30.5082551
"692",-80.0728201,26.4614625
"693",-97.0460363,33.0107209
"694",-73.9271644,40.8187386
"695",-74.0776417,40.7281575
"696",-88.8853078,30.3960318
"697",-83.357567,33.9519347
"698",-76.067849,43.0426633
"699",-78.7566714,36.1320892
"700",-111.656944,34.286667
