"","word","score","sentiment0"
"4099","inconvenience",-2,"negative"
"4100","prevent",-1,"negative"
"4101","cancel",-1,"negative"
"4102","fine",2,"positive"
"4103","warning",-3,"negative"
"4104","demand",-1,"negative"
"4105","impressed",3,"positive"
"4106","support",2,"positive"
"4107","cancelling",-1,"negative"
"4108","haha",3,"positive"
"4109","win",4,"positive"
"4110","inconvenience",-2,"negative"
"4111","regret",-2,"negative"
"4112","benefits",2,"positive"
"4113","innovation",1,"positive"
"4114","innovation",1,"positive"
"4115","hard",-1,"negative"
"4116","benefits",2,"positive"
"4117","ambitious",2,"positive"
"4118","suing",-2,"negative"
"4119","glad",3,"positive"
"4120","top",2,"positive"
"4121","loyalty",3,"positive"
"4122","helping",2,"positive"
"4123","regret",-2,"negative"
"4124","top",2,"positive"
"4125","beautiful",3,"positive"
"4126","congratulations",2,"positive"
"4127","winning",4,"positive"
"4128","excited",3,"positive"
"4129","love",3,"positive"
"4130","save",2,"positive"
"4131","abuses",-3,"negative"
"4132","love",3,"positive"
"4133","apologize",-1,"negative"
"4134","inconvenience",-2,"negative"
"4135","loyalty",3,"positive"
"4136","loyalty",3,"positive"
"4137","won",3,"positive"
"4138","award",3,"positive"
"4139","congratulations",2,"positive"
"4140","battle",-1,"negative"
"4141","loving",2,"positive"
"4142","loving",2,"positive"
"4143","innovation",1,"positive"
"4144","innovation",1,"positive"
"4145","honor",2,"positive"
"4146","ambitious",2,"positive"
"4147","hate",-3,"negative"
"4148","accepted",1,"positive"
"4149","excellent",3,"positive"
"4150","congratulations",2,"positive"
"4151","join",1,"positive"
"4152","trusted",2,"positive"
"4153","ambitious",2,"positive"
"4154","reaching",1,"positive"
"4155","support",2,"positive"
"4156","cancel",-1,"negative"
"4157","fun",4,"positive"
"4158","save",2,"positive"
"4159","win",4,"positive"
"4160","accepted",1,"positive"
"4161","optimistic",2,"positive"
"4162","free",1,"positive"
"4163","glad",3,"positive"
"4164","care",2,"positive"
"4165","hesitate",-2,"negative"
"4166","attraction",2,"positive"
"4167","care",2,"positive"
"4168","award",3,"positive"
"4169","ambitious",2,"positive"
"4170","glad",3,"positive"
"4171","cancel",-1,"negative"
"4172","stops",-1,"negative"
"4173","innovation",1,"positive"
"4174","frustrating",-2,"negative"
"4175","glad",3,"positive"
"4176","trust",1,"positive"
"4177","worth",2,"positive"
"4178","welcomes",2,"positive"
"4179","trust",1,"positive"
"4180","worth",2,"positive"
"4181","nice",3,"positive"
"4182","win",4,"positive"
"4183","award",3,"positive"
"4184","gain",2,"positive"
"4185","expands",1,"positive"
"4186","inconvenience",-2,"negative"
"4187","stop",-1,"negative"
"4188","honor",2,"positive"
"4189","love",3,"positive"
"4190","spark",1,"positive"
"4191","inspiration",2,"positive"
"4192","enjoy",2,"positive"
"4193","love",3,"positive"
"4194","amazing",4,"positive"
"4195","apologize",-1,"negative"
"4196","inconvenience",-2,"negative"
"4197","enjoy",2,"positive"
"4198","love",3,"positive"
"4199","amazing",4,"positive"
"4200","stuck",-2,"negative"
"4201","ambitious",2,"positive"
"4202","wrong",-2,"negative"
"4203","inconvenience",-2,"negative"
"4204","avoid",-1,"negative"
"4205","fresh",1,"positive"
"4206","wrong",-2,"negative"
"4207","regret",-2,"negative"
"4208","congratulations",2,"positive"
"4209","bitch",-5,"negative"
"4210","reaching",1,"positive"
"4211","ambitious",2,"positive"
"4212","top",2,"positive"
"4213","solutions",1,"positive"
"4214","inconvenience",-2,"negative"
"4215","bitch",-5,"negative"
"4216","join",1,"positive"
"4217","save",2,"positive"
"4218","ambitious",2,"positive"
"4219","loyalty",3,"positive"
"4220","fun",4,"positive"
"4221","friendly",2,"positive"
"4222","substantial",1,"positive"
"4223","progress",2,"positive"
"4224","cancel",-1,"negative"
"4225","ambitious",2,"positive"
"4226","congratulations",2,"positive"
"4227","winning",4,"positive"
"4228","award",3,"positive"
"4229","inspiring",3,"positive"
"4230","expands",1,"positive"
"4231","rich",2,"positive"
"4232","win",4,"positive"
"4233","attraction",2,"positive"
"4234","accept",1,"positive"
"4235","solutions",1,"positive"
"4236","frustrating",-2,"negative"
"4237","hoping",2,"positive"
"4238","resolve",2,"positive"
"4239","top",2,"positive"
"4240","win",4,"positive"
"4241","inconvenience",-2,"negative"
"4242","loyal",3,"positive"
"4243","ignore",-1,"negative"
"4244","appreciated",2,"positive"
"4245","disappointing",-2,"negative"
"4246","forget",-1,"negative"
"4247","free",1,"positive"
"4248","excited",3,"positive"
"4249","misleading",-3,"negative"
"4250","shares",1,"positive"
"4251","shares",1,"positive"
"4252","ignore",-1,"negative"
"4253","appreciated",2,"positive"
"4254","lol",3,"positive"
"4255","care",2,"positive"
"4256","innovation",1,"positive"
"4257","disappointed",-2,"negative"
"4258","hard",-1,"negative"
"4259","care",2,"positive"
"4260","ambitious",2,"positive"
"4261","ambitious",2,"positive"
"4262","messed",-2,"negative"
"4263","congratulations",2,"positive"
"4264","winner",4,"positive"
"4265","solutions",1,"positive"
"4266","awards",3,"positive"
"4267","losing",-3,"negative"
"4268","care",2,"positive"
"4269","helping",2,"positive"
"4270","sucks",-3,"negative"
"4271","care",2,"positive"
"4272","reach",1,"positive"
"4273","mandatory",-1,"negative"
"4274","disappointed",-2,"negative"
"4275","lost",-3,"negative"
"4276","innovation",1,"positive"
"4277","launched",1,"positive"
"4278","alert",-1,"negative"
"4279","gain",2,"positive"
"4280","innovation",1,"positive"
"4281","innovation",1,"positive"
"4282","questioning",-1,"negative"
"4283","ambitious",2,"positive"
"4284","ambitious",2,"positive"
"4285","wow",4,"positive"
"4286","proud",2,"positive"
"4287","awards",3,"positive"
"4288","wow",4,"positive"
"4289","proud",2,"positive"
"4290","awards",3,"positive"
"4291","glad",3,"positive"
"4292","stop",-1,"negative"
"4293","benefit",2,"positive"
"4294","top",2,"positive"
"4295","warning",-3,"negative"
"4296","warning",-3,"negative"
"4297","pleasant",3,"positive"
"4298","ambitious",2,"positive"
"4299","battle",-1,"negative"
"4300","worthy",2,"positive"
"4301","gain",2,"positive"
"4302","top",2,"positive"
"4303","battle",-1,"negative"
"4304","ambitious",2,"positive"
"4305","ambitious",2,"positive"
"4306","pathetic",-2,"negative"
"4307","sad",-2,"negative"
"4308","win",4,"positive"
"4309","top",2,"positive"
"4310","ambitious",2,"positive"
"4311","ambitious",2,"positive"
"4312","delay",-1,"negative"
"4313","stop",-1,"negative"
"4314","ambitious",2,"positive"
"4315","ambitious",2,"positive"
"4316","ambitious",2,"positive"
"4317","ambitious",2,"positive"
"4318","ambitious",2,"positive"
"4319","ambitious",2,"positive"
"4320","award",3,"positive"
"4321","ambitious",2,"positive"
"4322","ambitious",2,"positive"
"4323","ambitious",2,"positive"
"4324","ambitious",2,"positive"
"4325","ambitious",2,"positive"
"4326","ambitious",2,"positive"
"4327","ambitious",2,"positive"
"4328","nice",3,"positive"
"4329","easy",1,"positive"
"4330","fun",4,"positive"
"4331","adventure",2,"positive"
"4332","disappointed",-2,"negative"
"4333","top",2,"positive"
"4334","top",2,"positive"
"4335","ill",-2,"negative"
"4336","expands",1,"positive"
"4337","agreement",1,"positive"
"4338","expands",1,"positive"
"4339","agreement",1,"positive"
"4340","loyalty",3,"positive"
"4341","love",3,"positive"
"4342","spark",1,"positive"
"4343","inspiration",2,"positive"
"4344","cancel",-1,"negative"
"4345","excited",3,"positive"
"4346","love",3,"positive"
"4347","spark",1,"positive"
"4348","inspiration",2,"positive"
"4349","delay",-1,"negative"
"4350","stop",-1,"negative"
"4351","happy",3,"positive"
"4352","battle",-1,"negative"
"4353","fantastic",4,"positive"
"4354","enjoy",2,"positive"
"4355","poised",-2,"negative"
"4356","trouble",-2,"negative"
"4357","top",2,"positive"
"4358","love",3,"positive"
"4359","adorable",3,"positive"
"4360","launched",1,"positive"
"4361","top",2,"positive"
"4362","welcomes",2,"positive"
"4363","top",2,"positive"
"4364","love",3,"positive"
"4365","spark",1,"positive"
"4366","inspiration",2,"positive"
"4367","fun",4,"positive"
"4368","wrong",-2,"negative"
"4369","poised",-2,"negative"
"4370","trouble",-2,"negative"
"4371","hell",-4,"negative"
"4372","disappointed",-2,"negative"
"4373","united",1,"positive"
"4374","hard",-1,"negative"
"4375","expands",1,"positive"
"4376","agreement",1,"positive"
"4377","rich",2,"positive"
"4378","expands",1,"positive"
"4379","agreement",1,"positive"
"4380","cut",-1,"negative"
"4381","grateful",3,"positive"
"4382","fight",-1,"negative"
"4383","miss",-2,"negative"
"4384","solutions",1,"positive"
"4385","shared",1,"positive"
"4386","losing",-3,"negative"
"4387","poised",-2,"negative"
"4388","trouble",-2,"negative"
"4389","poised",-2,"negative"
"4390","trouble",-2,"negative"
"4391","poised",-2,"negative"
"4392","trouble",-2,"negative"
"4393","poised",-2,"negative"
"4394","trouble",-2,"negative"
"4395","perfect",3,"positive"
"4396","healthy",2,"positive"
"4397","poised",-2,"negative"
"4398","trouble",-2,"negative"
"4399","poised",-2,"negative"
"4400","trouble",-2,"negative"
"4401","dehumanizing",-2,"negative"
"4402","dehumanizing",-2,"negative"
"4403","easy",1,"positive"
"4404","fun",4,"positive"
"4405","proud",2,"positive"
"4406","wrong",-2,"negative"
"4407","regret",-2,"negative"
"4408","shares",1,"positive"
"4409","pretty",1,"positive"
"4410","straight",1,"positive"
"4411","hopes",2,"positive"
"4412","controversial",-2,"negative"
"4413","hope",2,"positive"
"4414","cuts",-1,"negative"
"4415","gain",2,"positive"
"4416","top",2,"positive"
"4417","loving",2,"positive"
"4418","innovation",1,"positive"
"4419","hell",-4,"negative"
"4420","yeah",1,"positive"
"4421","bad",-3,"negative"
"4422","worst",-3,"negative"
"4423","join",1,"positive"
"4424","rewards",2,"positive"
"4425","shit",-4,"negative"
"4426","wow",4,"positive"
"4427","happy",3,"positive"
"4428","fair",2,"positive"
"4429","top",2,"positive"
"4430","gain",2,"positive"
"4431","regret",-2,"negative"
"4432","pay",-1,"negative"
"4433","regret",-2,"negative"
"4434","top",2,"positive"
"4435","boycott",-2,"negative"
"4436","yeah",1,"positive"
"4437","inconvenience",-2,"negative"
"4438","hope",2,"positive"
"4439","powerful",2,"positive"
"4440","ban",-2,"negative"
"4441","gain",2,"positive"
"4442","exclusive",2,"positive"
"4443","charming",3,"positive"
"4444","share",1,"positive"
"4445","honor",2,"positive"
"4446","award",3,"positive"
"4447","benefits",2,"positive"
"4448","urgent",-1,"negative"
"4449","numb",-1,"negative"
"4450","loved",3,"positive"
"4451","regret",-2,"negative"
"4452","restriction",-2,"negative"
"4453","loved",3,"positive"
"4454","cancel",-1,"negative"
"4455","difficult",-1,"negative"
"4456","lol",3,"positive"
"4457","trouble",-2,"negative"
"4458","perfect",3,"positive"
"4459","healthy",2,"positive"
"4460","disappointment",-2,"negative"
"4461","apologise",-1,"negative"
"4462","inconvenience",-2,"negative"
"4463","agreed",1,"positive"
"4464","cancel",-1,"negative"
"4465","regret",-2,"negative"
"4466","honor",2,"positive"
"4467","award",3,"positive"
"4468","outstanding",5,"positive"
"4469","supporting",1,"positive"
"4470","congratulations",2,"positive"
"4471","cancel",-1,"negative"
"4472","optimistic",2,"positive"
"4473","solid",2,"positive"
"4474","cancel",-1,"negative"
"4475","hates",-3,"negative"
"4476","congratulations",2,"positive"
"4477","win",4,"positive"
"4478","award",3,"positive"
"4479","battle",-1,"negative"
"4480","accidentally",-2,"negative"
"4481","cut",-1,"negative"
"4482","chance",2,"positive"
"4483","won",3,"positive"
"4484","award",3,"positive"
"4485","congratulations",2,"positive"
"4486","cancel",-1,"negative"
"4487","excellent",3,"positive"
"4488","cancel",-1,"negative"
"4489","wow",4,"positive"
"4490","easy",1,"positive"
"4491","launched",1,"positive"
"4492","wrong",-2,"negative"
"4493","sucks",-3,"negative"
"4494","cancel",-1,"negative"
"4495","happy",3,"positive"
"4496","join",1,"positive"
"4497","celebrate",3,"positive"
"4498","miss",-2,"negative"
"4499","win",4,"positive"
"4500","cancel",-1,"negative"
"4501","top",2,"positive"
"4502","cancel",-1,"negative"
"4503","cancel",-1,"negative"
"4504","cancel",-1,"negative"
"4505","excited",3,"positive"
"4506","awesome",4,"positive"
"4507","cancel",-1,"negative"
"4508","congratulations",2,"positive"
"4509","cancel",-1,"negative"
"4510","cancel",-1,"negative"
"4511","love",3,"positive"
"4512","spark",1,"positive"
"4513","inspiration",2,"positive"
"4514","cancel",-1,"negative"
"4515","top",2,"positive"
"4516","award",3,"positive"
"4517","solutions",1,"positive"
"4518","shared",1,"positive"
"4519","love",3,"positive"
"4520","fun",4,"positive"
"4521","won",3,"positive"
"4522","criticizing",-2,"negative"
"4523","undermining",-2,"negative"
"4524","winner",4,"positive"
"4525","winning",4,"positive"
"4526","hesitate",-2,"negative"
"4527","congratulations",2,"positive"
"4528","award",3,"positive"
"4529","win",4,"positive"
"4530","panic",-3,"negative"
"4531","gain",2,"positive"
"4532","gain",2,"positive"
"4533","excited",3,"positive"
"4534","win",4,"positive"
"4535","gain",2,"positive"
"4536","stopped",-1,"negative"
"4537","shares",1,"positive"
"4538","congratulations",2,"positive"
"4539","winner",4,"positive"
"4540","solutions",1,"positive"
"4541","gain",2,"positive"
"4542","gain",2,"positive"
"4543","gain",2,"positive"
"4544","gain",2,"positive"
"4545","gain",2,"positive"
"4546","fire",-2,"negative"
"4547","united",1,"positive"
"4548","excited",3,"positive"
"4549","proud",2,"positive"
"4550","innovation",1,"positive"
"4551","trouble",-2,"negative"
"4552","worst",-3,"negative"
"4553","save",2,"positive"
"4554","happy",3,"positive"
"4555","excited",3,"positive"
"4556","love",3,"positive"
"4557","spark",1,"positive"
"4558","inspiration",2,"positive"
"4559","united",1,"positive"
"4560","united",1,"positive"
"4561","agreed",1,"positive"
"4562","hard",-1,"negative"
"4563","greedy",-2,"negative"
"4564","united",1,"positive"
"4565","guarantee",1,"positive"
"4566","stop",-1,"negative"
"4567","chance",2,"positive"
"4568","proud",2,"positive"
"4569","rich",2,"positive"
"4570","glad",3,"positive"
"4571","ass",-4,"negative"
"4572","love",3,"positive"
"4573","spark",1,"positive"
"4574","inspiration",2,"positive"
"4575","awesome",4,"positive"
"4576","love",3,"positive"
"4577","spark",1,"positive"
"4578","inspiration",2,"positive"
"4579","loyalty",3,"positive"
"4580","save",2,"positive"
"4581","innovation",1,"positive"
"4582","accept",1,"positive"
"4583","accept",1,"positive"
"4584","embrace",1,"positive"
"4585","missed",-2,"negative"
"4586","trouble",-2,"negative"
"4587","battle",-1,"negative"
"4588","win",4,"positive"
"4589","fantastic",4,"positive"
"4590","excellent",3,"positive"
"4591","save",2,"positive"
"4592","save",2,"positive"
"4593","rob",-2,"negative"
"4594","rob",-2,"negative"
"4595","easy",1,"positive"
"4596","rob",-2,"negative"
"4597","win",4,"positive"
"4598","rob",-2,"negative"
"4599","highlight",2,"positive"
"4600","rob",-2,"negative"
"4601","rob",-2,"negative"
"4602","rob",-2,"negative"
"4603","rob",-2,"negative"
"4604","rob",-2,"negative"
"4605","rob",-2,"negative"
"4606","rob",-2,"negative"
"4607","rob",-2,"negative"
"4608","easy",1,"positive"
"4609","top",2,"positive"
"4610","solutions",1,"positive"
"4611","poor",-2,"negative"
"4612","bad",-3,"negative"
"4613","excited",3,"positive"
"4614","chances",2,"positive"
"4615","hard",-1,"negative"
"4616","greedy",-2,"negative"
"4617","united",1,"positive"
"4618","chances",2,"positive"
"4619","trouble",-2,"negative"
"4620","loyalty",3,"positive"
"4621","loyalty",3,"positive"
"4622","responsible",2,"positive"
"4623","united",1,"positive"
"4624","united",1,"positive"
"4625","agreed",1,"positive"
"4626","win",4,"positive"
"4627","stop",-1,"negative"
"4628","fun",4,"positive"
"4629","win",4,"positive"
"4630","united",1,"positive"
"4631","optimistic",2,"positive"
"4632","awards",3,"positive"
"4633","poor",-2,"negative"
"4634","strangely",-1,"negative"
"4635","win",4,"positive"
"4636","win",4,"positive"
"4637","win",4,"positive"
"4638","substantial",1,"positive"
"4639","progress",2,"positive"
"4640","win",4,"positive"
"4641","win",4,"positive"
"4642","win",4,"positive"
"4643","constrained",-2,"negative"
"4644","win",4,"positive"
"4645","win",4,"positive"
"4646","support",2,"positive"
"4647","waste",-1,"negative"
"4648","pretending",-1,"negative"
"4649","cancel",-1,"negative"
"4650","inspiring",3,"positive"
"4651","win",4,"positive"
"4652","winner",4,"positive"
"4653","winning",4,"positive"
"4654","limited",-1,"negative"
"4655","free",1,"positive"
"4656","love",3,"positive"
"4657","awarded",3,"positive"
"4658","top",2,"positive"
"4659","award",3,"positive"
"4660","pay",-1,"negative"
"4661","retarded",-2,"negative"
"4662","attraction",2,"positive"
"4663","exclusive",2,"positive"
"4664","awarded",3,"positive"
"4665","betrayed",-3,"negative"
"4666","loyalty",3,"positive"
"4667","worsen",-3,"negative"
"4668","wins",4,"positive"
"4669","award",3,"positive"
"4670","innovative",2,"positive"
"4671","loyalty",3,"positive"
"4672","rob",-2,"negative"
"4673","battle",-1,"negative"
"4674","glad",3,"positive"
"4675","worsen",-3,"negative"
"4676","bad",-3,"negative"
"4677","inconvenience",-2,"negative"
"4678","accepts",1,"positive"
"4679","solving",1,"positive"
"4680","hurt",-2,"negative"
"4681","worth",2,"positive"
"4682","substantial",1,"positive"
"4683","progress",2,"positive"
"4684","substantial",1,"positive"
"4685","progress",2,"positive"
"4686","pay",-1,"negative"
"4687","pay",-1,"negative"
"4688","scam",-2,"negative"
"4689","united",1,"positive"
"4690","cancel",-1,"negative"
"4691","hell",-4,"negative"
"4692","cuts",-1,"negative"
"4693","join",1,"positive"
"4694","rewards",2,"positive"
"4695","trouble",-2,"negative"
"4696","battle",-1,"negative"
"4697","worsen",-3,"negative"
"4698","innovation",1,"positive"
"4699","growth",2,"positive"
"4700","uncertain",-1,"negative"
"4701","growth",2,"positive"
"4702","uncertain",-1,"negative"
"4703","warning",-3,"negative"
"4704","warning",-3,"negative"
"4705","shame",-2,"negative"
"4706","refuse",-2,"negative"
"4707","cancel",-1,"negative"
"4708","denies",-2,"negative"
"4709","refused",-2,"negative"
"4710","blame",-2,"negative"
"4711","charged",-3,"negative"
"4712","cancel",-1,"negative"
"4713","pay",-1,"negative"
"4714","refuse",-2,"negative"
"4715","blame",-2,"negative"
"4716","wins",4,"positive"
"4717","award",3,"positive"
"4718","innovative",2,"positive"
"4719","wins",4,"positive"
"4720","award",3,"positive"
"4721","innovative",2,"positive"
"4722","stuck",-2,"negative"
"4723","screwed",-2,"negative"
"4724","cuts",-1,"negative"
"4725","fair",2,"positive"
"4726","free",1,"positive"
"4727","glad",3,"positive"
"4728","pay",-1,"negative"
"4729","refuse",-2,"negative"
"4730","agree",1,"positive"
"4731","worse",-3,"negative"
"4732","lost",-3,"negative"
"4733","lost",-3,"negative"
"4734","inspiration",2,"positive"
"4735","pay",-1,"negative"
"4736","trouble",-2,"negative"
"4737","pay",-1,"negative"
"4738","attraction",2,"positive"
"4739","enemy",-2,"negative"
"4740","charged",-3,"negative"
"4741","cancel",-1,"negative"
"4742","refused",-2,"negative"
"4743","blame",-2,"negative"
"4744","excellent",3,"positive"
"4745","worsen",-3,"negative"
"4746","wealth",3,"positive"
"4747","congrats",2,"positive"
"4748","top",2,"positive"
"4749","trouble",-2,"negative"
"4750","growth",2,"positive"
"4751","shame",-2,"negative"
"4752","refuse",-2,"negative"
"4753","cancel",-1,"negative"
"4754","abandon",-2,"negative"
"4755","mad",-3,"negative"
"4756","growth",2,"positive"
"4757","uncertain",-1,"negative"
"4758","pay",-1,"negative"
"4759","dispute",-2,"negative"
"4760","wins",4,"positive"
"4761","award",3,"positive"
"4762","innovative",2,"positive"
"4763","wins",4,"positive"
"4764","award",3,"positive"
"4765","innovative",2,"positive"
"4766","fun",4,"positive"
"4767","miss",-2,"negative"
"4768","fantastic",4,"positive"
"4769","pay",-1,"negative"
"4770","dispute",-2,"negative"
"4771","pay",-1,"negative"
"4772","scam",-2,"negative"
"4773","ha",2,"positive"
"4774","shares",1,"positive"
"4775","cautious",-1,"negative"
"4776","cuts",-1,"negative"
"4777","pay",-1,"negative"
"4778","free",1,"positive"
"4779","enemy",-2,"negative"
"4780","significant",1,"positive"
"4781","avoid",-1,"negative"
"4782","cancel",-1,"negative"
"4783","trouble",-2,"negative"
"4784","growth",2,"positive"
"4785","trouble",-2,"negative"
"4786","cancel",-1,"negative"
"4787","pay",-1,"negative"
"4788","dispute",-2,"negative"
"4789","worthless",-2,"negative"
"4790","cancel",-1,"negative"
"4791","wins",4,"positive"
"4792","award",3,"positive"
"4793","innovative",2,"positive"
"4794","worthless",-2,"negative"
"4795","wins",4,"positive"
"4796","award",3,"positive"
"4797","innovative",2,"positive"
"4798","worthless",-2,"negative"
"4799","wins",4,"positive"
"4800","award",3,"positive"
"4801","innovative",2,"positive"
"4802","awarded",3,"positive"
"4803","excited",3,"positive"
"4804","fantastic",4,"positive"
"4805","pay",-1,"negative"
"4806","excellent",3,"positive"
"4807","glad",3,"positive"
"4808","pay",-1,"negative"
"4809","bad",-3,"negative"
"4810","shares",1,"positive"
"4811","cautious",-1,"negative"
"4812","shares",1,"positive"
"4813","trouble",-2,"negative"
"4814","growth",2,"positive"
"4815","trouble",-2,"negative"
"4816","trouble",-2,"negative"
"4817","expands",1,"positive"
"4818","agreement",1,"positive"
"4819","expands",1,"positive"
"4820","agreement",1,"positive"
"4821","trouble",-2,"negative"
"4822","trouble",-2,"negative"
"4823","alert",-1,"negative"
"4824","trouble",-2,"negative"
"4825","shares",1,"positive"
"4826","cautious",-1,"negative"
"4827","shares",1,"positive"
"4828","trouble",-2,"negative"
"4829","trouble",-2,"negative"
"4830","trouble",-2,"negative"
"4831","trouble",-2,"negative"
"4832","growth",2,"positive"
"4833","uncertain",-1,"negative"
"4834","trouble",-2,"negative"
"4835","growth",2,"positive"
"4836","trouble",-2,"negative"
"4837","trouble",-2,"negative"
"4838","trouble",-2,"negative"
"4839","growth",2,"positive"
"4840","happy",3,"positive"
"4841","honor",2,"positive"
"4842","trouble",-2,"negative"
"4843","trouble",-2,"negative"
"4844","trouble",-2,"negative"
"4845","trouble",-2,"negative"
"4846","trouble",-2,"negative"
