"","word","score","sentiment0"
"2215","join",1,"positive"
"2216","losing",-3,"negative"
"2217","glad",3,"positive"
"2218","inconvenience",-2,"negative"
"2219","god",1,"positive"
"2220","bless",2,"positive"
"2221","god",1,"positive"
"2222","bless",2,"positive"
"2223","perfect",3,"positive"
"2224","reaches",1,"positive"
"2225","god",1,"positive"
"2226","bless",2,"positive"
"2227","pay",-1,"negative"
"2228","amazing",4,"positive"
"2229","join",1,"positive"
"2230","join",1,"positive"
"2231","join",1,"positive"
"2232","disruption",-2,"negative"
"2233","innovation",1,"positive"
"2234","worth",2,"positive"
"2235","worth",2,"positive"
"2236","worth",2,"positive"
"2237","cool",1,"positive"
"2238","innovative",2,"positive"
"2239","adventures",2,"positive"
"2240","adventures",2,"positive"
"2241","inconvenience",-2,"negative"
"2242","avoid",-1,"negative"
"2243","delighted",3,"positive"
"2244","loving",2,"positive"
"2245","mature",2,"positive"
"2246","free",1,"positive"
"2247","dear",2,"positive"
"2248","pleased",3,"positive"
"2249","support",2,"positive"
"2250","free",1,"positive"
"2251","helps",2,"positive"
"2252","loyalty",3,"positive"
"2253","extend",1,"positive"
"2254","join",1,"positive"
"2255","grand",3,"positive"
"2256","hell",-4,"negative"
"2257","free",1,"positive"
"2258","disappear",-1,"negative"
"2259","disappear",-1,"negative"
"2260","excellent",3,"positive"
"2261","disappear",-1,"negative"
"2262","free",1,"positive"
"2263","blaming",-2,"negative"
"2264","error",-2,"negative"
"2265","terrible",-3,"negative"
"2266","huge",1,"positive"
"2267","accepting",1,"positive"
"2268","favorite",2,"positive"
"2269","warm",1,"positive"
"2270","join",1,"positive"
"2271","favorite",2,"positive"
"2272","warm",1,"positive"
"2273","join",1,"positive"
"2274","encourage",2,"positive"
"2275","save",2,"positive"
"2276","fuck",-4,"negative"
"2277","shared",1,"positive"
"2278","spam",-2,"negative"
"2279","solution",1,"positive"
"2280","join",1,"positive"
"2281","delay",-1,"negative"
"2282","guilty",-3,"negative"
"2283","bad",-3,"negative"
"2284","solution",1,"positive"
"2285","restriction",-2,"negative"
"2286","damn",-4,"negative"
"2287","clever",2,"positive"
"2288","top",2,"positive"
"2289","accept",1,"positive"
"2290","annoyed",-2,"negative"
"2291","disappointed",-2,"negative"
"2292","encourage",2,"positive"
"2293","encourage",2,"positive"
"2294","cancelled",-1,"negative"
"2295","join",1,"positive"
"2296","glad",3,"positive"
"2297","postponing",-1,"negative"
"2298","top",2,"positive"
"2299","postponing",-1,"negative"
"2300","top",2,"positive"
"2301","popular",3,"positive"
"2302","protect",1,"positive"
"2303","top",2,"positive"
"2304","popular",3,"positive"
"2305","awarded",3,"positive"
"2306","top",2,"positive"
"2307","award",3,"positive"
"2308","accept",1,"positive"
"2309","dirty",-2,"negative"
"2310","awarded",3,"positive"
"2311","top",2,"positive"
"2312","award",3,"positive"
"2313","guilty",-3,"negative"
"2314","leave",-1,"negative"
"2315","delights",3,"positive"
"2316","escapes",-1,"negative"
"2317","gift",2,"positive"
"2318","encourage",2,"positive"
"2319","nice",3,"positive"
"2320","hope",2,"positive"
"2321","encourage",2,"positive"
"2322","terrible",-3,"negative"
"2323","fail",-2,"negative"
"2324","shame",-2,"negative"
"2325","nice",3,"positive"
"2326","encourage",2,"positive"
"2327","encourage",2,"positive"
"2328","encourage",2,"positive"
"2329","encourage",2,"positive"
"2330","encourage",2,"positive"
"2331","encourage",2,"positive"
"2332","encourage",2,"positive"
"2333","free",1,"positive"
"2334","desperate",-3,"negative"
"2335","pay",-1,"negative"
"2336","regret",-2,"negative"
"2337","glad",3,"positive"
"2338","free",1,"positive"
"2339","competitive",2,"positive"
"2340","resolve",2,"positive"
"2341","join",1,"positive"
"2342","rewards",2,"positive"
"2343","accept",1,"positive"
"2344","shares",1,"positive"
"2345","terrible",-3,"negative"
"2346","stupid",-2,"negative"
"2347","horrific",-3,"negative"
"2348","shocking",-2,"negative"
"2349","innovation",1,"positive"
"2350","pain",-2,"negative"
"2351","chance",2,"positive"
"2352","win",4,"positive"
"2353","agreed",1,"positive"
"2354","competitive",2,"positive"
"2355","saved",2,"positive"
"2356","friendly",2,"positive"
"2357","doubt",-1,"negative"
"2358","disappear",-1,"negative"
"2359","accept",1,"positive"
"2360","guilty",-3,"negative"
"2361","leave",-1,"negative"
"2362","accept",1,"positive"
"2363","accept",1,"positive"
"2364","innovation",1,"positive"
"2365","amazing",4,"positive"
"2366","free",1,"positive"
"2367","easy",1,"positive"
"2368","lowest",-1,"negative"
"2369","guilty",-3,"negative"
"2370","friendly",2,"positive"
"2371","guilty",-3,"negative"
"2372","awesome",4,"positive"
"2373","lowest",-1,"negative"
"2374","accept",1,"positive"
"2375","guilty",-3,"negative"
"2376","cancelled",-1,"negative"
"2377","shock",-2,"negative"
"2378","save",2,"positive"
"2379","accept",1,"positive"
"2380","cancelled",-1,"negative"
"2381","shocking",-2,"negative"
"2382","accept",1,"positive"
"2383","accept",1,"positive"
"2384","terrible",-3,"negative"
"2385","lowest",-1,"negative"
"2386","lowest",-1,"negative"
"2387","guilty",-3,"negative"
"2388","missed",-2,"negative"
"2389","missed",-2,"negative"
"2390","lowest",-1,"negative"
"2391","happy",3,"positive"
"2392","sad",-2,"negative"
"2393","angry",-3,"negative"
"2394","depressed",-2,"negative"
"2395","celebrating",3,"positive"
"2396","matter",1,"positive"
"2397","accept",1,"positive"
"2398","comfortable",2,"positive"
"2399","shared",1,"positive"
"2400","guilty",-3,"negative"
"2401","accept",1,"positive"
"2402","accept",1,"positive"
"2403","love",3,"positive"
"2404","worth",2,"positive"
"2405","guilty",-3,"negative"
"2406","guilty",-3,"negative"
"2407","accept",1,"positive"
"2408","guilty",-3,"negative"
"2409","guilty",-3,"negative"
"2410","lowest",-1,"negative"
"2411","lowest",-1,"negative"
"2412","leave",-1,"negative"
"2413","leave",-1,"negative"
"2414","accept",1,"positive"
"2415","worst",-3,"negative"
"2416","regret",-2,"negative"
"2417","inconvenience",-2,"negative"
"2418","accept",1,"positive"
"2419","free",1,"positive"
"2420","guilty",-3,"negative"
"2421","guilty",-3,"negative"
"2422","sucks",-3,"negative"
"2423","guilty",-3,"negative"
"2424","accept",1,"positive"
"2425","join",1,"positive"
"2426","accept",1,"positive"
"2427","guilty",-3,"negative"
"2428","save",2,"positive"
"2429","join",1,"positive"
"2430","join",1,"positive"
"2431","shit",-4,"negative"
"2432","join",1,"positive"
"2433","inconvenience",-2,"negative"
"2434","lowest",-1,"negative"
"2435","lowest",-1,"negative"
"2436","guilty",-3,"negative"
"2437","agree",1,"positive"
"2438","tired",-2,"negative"
"2439","horrible",-3,"negative"
"2440","guilty",-3,"negative"
"2441","shares",1,"positive"
"2442","accept",1,"positive"
"2443","accept",1,"positive"
"2444","expands",1,"positive"
"2445","agreement",1,"positive"
"2446","rich",2,"positive"
"2447","guilty",-3,"negative"
"2448","guilty",-3,"negative"
"2449","share",1,"positive"
"2450","regret",-2,"negative"
"2451","inconvenience",-2,"negative"
"2452","super",3,"positive"
"2453","terrible",-3,"negative"
"2454","accept",1,"positive"
"2455","attraction",2,"positive"
"2456","guilty",-3,"negative"
"2457","guilty",-3,"negative"
"2458","leave",-1,"negative"
"2459","guilty",-3,"negative"
"2460","leave",-1,"negative"
"2461","guilty",-3,"negative"
"2462","guilty",-3,"negative"
"2463","leave",-1,"negative"
"2464","guilty",-3,"negative"
"2465","united",1,"positive"
"2466","save",2,"positive"
"2467","accept",1,"positive"
"2468","guilty",-3,"negative"
"2469","leave",-1,"negative"
"2470","guilty",-3,"negative"
"2471","guilty",-3,"negative"
"2472","leave",-1,"negative"
"2473","guilty",-3,"negative"
"2474","boycott",-2,"negative"
"2475","launched",1,"positive"
"2476","fight",-1,"negative"
"2477","guilty",-3,"negative"
"2478","leave",-1,"negative"
"2479","guilty",-3,"negative"
"2480","leave",-1,"negative"
"2481","guilty",-3,"negative"
"2482","guilty",-3,"negative"
"2483","leave",-1,"negative"
"2484","guilty",-3,"negative"
"2485","leave",-1,"negative"
"2486","guilty",-3,"negative"
"2487","leave",-1,"negative"
"2488","guilty",-3,"negative"
"2489","top",2,"positive"
"2490","rob",-2,"negative"
"2491","inconvenience",-2,"negative"
"2492","share",1,"positive"
"2493","accept",1,"positive"
"2494","share",1,"positive"
"2495","share",1,"positive"
"2496","guilty",-3,"negative"
"2497","leave",-1,"negative"
"2498","guilty",-3,"negative"
"2499","leave",-1,"negative"
"2500","guilty",-3,"negative"
"2501","leave",-1,"negative"
"2502","guilty",-3,"negative"
"2503","guilty",-3,"negative"
"2504","congratulations",2,"positive"
"2505","winning",4,"positive"
"2506","innovative",2,"positive"
"2507","guilty",-3,"negative"
"2508","save",2,"positive"
"2509","guilty",-3,"negative"
"2510","guilty",-3,"negative"
"2511","accept",1,"positive"
"2512","guilty",-3,"negative"
"2513","excellent",3,"positive"
"2514","guilty",-3,"negative"
"2515","guilty",-3,"negative"
"2516","easy",1,"positive"
"2517","guilty",-3,"negative"
"2518","accept",1,"positive"
"2519","guilty",-3,"negative"
"2520","guilty",-3,"negative"
"2521","guilty",-3,"negative"
"2522","guilty",-3,"negative"
"2523","guilty",-3,"negative"
"2524","guilty",-3,"negative"
"2525","guilty",-3,"negative"
"2526","guilty",-3,"negative"
"2527","guilty",-3,"negative"
"2528","love",3,"positive"
"2529","stop",-1,"negative"
"2530","guilty",-3,"negative"
"2531","guilty",-3,"negative"
"2532","guilty",-3,"negative"
"2533","guilty",-3,"negative"
"2534","guilty",-3,"negative"
"2535","guilty",-3,"negative"
"2536","guilty",-3,"negative"
"2537","top",2,"positive"
"2538","guilty",-3,"negative"
"2539","accepts",1,"positive"
"2540","guilty",-3,"negative"
"2541","guilty",-3,"negative"
"2542","guilty",-3,"negative"
"2543","idiot",-3,"negative"
"2544","guilty",-3,"negative"
"2545","guilty",-3,"negative"
"2546","guilty",-3,"negative"
"2547","idiot",-3,"negative"
"2548","guilty",-3,"negative"
"2549","guilty",-3,"negative"
"2550","guilty",-3,"negative"
"2551","guilty",-3,"negative"
"2552","guilty",-3,"negative"
"2553","guilty",-3,"negative"
"2554","guilty",-3,"negative"
"2555","guilty",-3,"negative"
"2556","guilty",-3,"negative"
"2557","guilty",-3,"negative"
"2558","guilty",-3,"negative"
"2559","guilty",-3,"negative"
"2560","guilty",-3,"negative"
"2561","guilty",-3,"negative"
"2562","guilty",-3,"negative"
"2563","guilty",-3,"negative"
"2564","guilty",-3,"negative"
"2565","guilty",-3,"negative"
"2566","guilty",-3,"negative"
"2567","guilty",-3,"negative"
"2568","congrats",2,"positive"
"2569","excellent",3,"positive"
"2570","guilty",-3,"negative"
"2571","guilty",-3,"negative"
"2572","guilty",-3,"negative"
"2573","benefits",2,"positive"
"2574","proud",2,"positive"
"2575","win",4,"positive"
"2576","awards",3,"positive"
"2577","innovative",2,"positive"
"2578","miss",-2,"negative"
"2579","miss",-2,"negative"
"2580","growing",1,"positive"
"2581","worst",-3,"negative"
"2582","enjoying",2,"positive"
"2583","worsen",-3,"negative"
"2584","excellent",3,"positive"
"2585","guilty",-3,"negative"
"2586","guilty",-3,"negative"
"2587","guilty",-3,"negative"
"2588","guilty",-3,"negative"
"2589","guilty",-3,"negative"
"2590","stereotype",-2,"negative"
"2591","inconvenience",-2,"negative"
"2592","join",1,"positive"
"2593","easy",1,"positive"
"2594","resolved",2,"positive"
"2595","grateful",3,"positive"
"2596","fail",-2,"negative"
"2597","terrible",-3,"negative"
"2598","regret",-2,"negative"
"2599","join",1,"positive"
"2600","top",2,"positive"
"2601","join",1,"positive"
"2602","join",1,"positive"
"2603","exclusive",2,"positive"
"2604","regret",-2,"negative"
"2605","inconvenience",-2,"negative"
"2606","worst",-3,"negative"
"2607","accepts",1,"positive"
"2608","accepts",1,"positive"
"2609","inconvenience",-2,"negative"
"2610","inconvenience",-2,"negative"
"2611","frustration",-2,"negative"
"2612","stop",-1,"negative"
"2613","glad",3,"positive"
"2614","accept",1,"positive"
"2615","accept",1,"positive"
"2616","cancelling",-1,"negative"
"2617","accept",1,"positive"
"2618","benefits",2,"positive"
"2619","inconvenience",-2,"negative"
"2620","harm",-2,"negative"
"2621","inconvenience",-2,"negative"
"2622","chance",2,"positive"
"2623","stop",-1,"negative"
"2624","terrible",-3,"negative"
"2625","dear",2,"positive"
"2626","inconvenience",-2,"negative"
"2627","delayed",-1,"negative"
"2628","shit",-4,"negative"
"2629","blame",-2,"negative"
"2630","celebrate",3,"positive"
"2631","trust",1,"positive"
"2632","asshole",-4,"negative"
"2633","sad",-2,"negative"
"2634","excuse",-1,"negative"
"2635","wow",4,"positive"
"2636","regret",-2,"negative"
"2637","worst",-3,"negative"
"2638","terrible",-3,"negative"
"2639","regret",-2,"negative"
"2640","free",1,"positive"
"2641","lmao",4,"positive"
"2642","terrible",-3,"negative"
"2643","fail",-2,"negative"
"2644","lmao",4,"positive"
"2645","funny",4,"positive"
"2646","award",3,"positive"
"2647","shared",1,"positive"
"2648","crazy",-2,"negative"
"2649","natural",1,"positive"
"2650","regret",-2,"negative"
"2651","grant",1,"positive"
"2652","frustrating",-2,"negative"
"2653","worst",-3,"negative"
"2654","free",1,"positive"
"2655","free",1,"positive"
"2656","bad",-3,"negative"
"2657","inconvenience",-2,"negative"
"2658","avoid",-1,"negative"
"2659","inconvenience",-2,"negative"
"2660","apologize",-1,"negative"
"2661","inconvenience",-2,"negative"
"2662","award",3,"positive"
"2663","solutions",1,"positive"
"2664","award",3,"positive"
"2665","solutions",1,"positive"
"2666","goodness",3,"positive"
"2667","worth",2,"positive"
"2668","strong",2,"positive"
"2669","award",3,"positive"
"2670","strong",2,"positive"
"2671","straight",1,"positive"
"2672","award",3,"positive"
"2673","solutions",1,"positive"
"2674","terrible",-3,"negative"
"2675","leave",-1,"negative"
"2676","leave",-1,"negative"
"2677","award",3,"positive"
"2678","cool",1,"positive"
"2679","cool",1,"positive"
"2680","award",3,"positive"
"2681","rich",2,"positive"
"2682","fresh",1,"positive"
"2683","award",3,"positive"
"2684","solutions",1,"positive"
"2685","accept",1,"positive"
"2686","terrible",-3,"negative"
"2687","happy",3,"positive"
"2688","easy",1,"positive"
"2689","ignore",-1,"negative"
"2690","accept",1,"positive"
"2691","terrible",-3,"negative"
"2692","happy",3,"positive"
"2693","accept",1,"positive"
"2694","rich",2,"positive"
"2695","fresh",1,"positive"
"2696","pay",-1,"negative"
"2697","accept",1,"positive"
"2698","accept",1,"positive"
"2699","glad",3,"positive"
"2700","glad",3,"positive"
"2701","free",1,"positive"
"2702","fantastic",4,"positive"
"2703","free",1,"positive"
"2704","accept",1,"positive"
"2705","excellent",3,"positive"
"2706","regret",-2,"negative"
"2707","accept",1,"positive"
"2708","bad",-3,"negative"
"2709","accept",1,"positive"
"2710","sincerely",2,"positive"
"2711","inconvenience",-2,"negative"
"2712","inconvenience",-2,"negative"
"2713","avoid",-1,"negative"
"2714","growth",2,"positive"
"2715","fuck",-4,"negative"
"2716","lol",3,"positive"
"2717","free",1,"positive"
"2718","terrible",-3,"negative"
"2719","accept",1,"positive"
"2720","accept",1,"positive"
"2721","glad",3,"positive"
"2722","wow",4,"positive"
"2723","accept",1,"positive"
"2724","awarded",3,"positive"
"2725","top",2,"positive"
"2726","award",3,"positive"
"2727","missing",-2,"negative"
"2728","afraid",-2,"negative"
"2729","regret",-2,"negative"
"2730","asset",2,"positive"
"2731","cut",-1,"negative"
"2732","accept",1,"positive"
"2733","top",2,"positive"
"2734","free",1,"positive"
"2735","care",2,"positive"
"2736","promises",1,"positive"
"2737","free",1,"positive"
"2738","shares",1,"positive"
"2739","shares",1,"positive"
"2740","accept",1,"positive"
"2741","accept",1,"positive"
"2742","shared",1,"positive"
"2743","accept",1,"positive"
"2744","accept",1,"positive"
"2745","lost",-3,"negative"
"2746","dead",-3,"negative"
"2747","free",1,"positive"
"2748","ambitious",2,"positive"
"2749","apologize",-1,"negative"
"2750","inconvenience",-2,"negative"
"2751","free",1,"positive"
"2752","excellent",3,"positive"
"2753","accept",1,"positive"
"2754","shared",1,"positive"
"2755","accept",1,"positive"
"2756","fuck",-4,"negative"
"2757","dick",-4,"negative"
"2758","excellent",3,"positive"
"2759","accept",1,"positive"
"2760","excellent",3,"positive"
"2761","accept",1,"positive"
"2762","excellent",3,"positive"
"2763","shared",1,"positive"
"2764","favor",2,"positive"
"2765","superb",5,"positive"
"2766","natural",1,"positive"
"2767","disasters",-2,"negative"
"2768","safe",1,"positive"
"2769","free",1,"positive"
"2770","increase",1,"positive"
"2771","free",1,"positive"
"2772","error",-2,"negative"
"2773","accept",1,"positive"
"2774","congratulations",2,"positive"
"2775","winner",4,"positive"
"2776","proud",2,"positive"
"2777","win",4,"positive"
"2778","awards",3,"positive"
"2779","innovative",2,"positive"
"2780","ensuring",1,"positive"
"2781","proud",2,"positive"
"2782","win",4,"positive"
"2783","awards",3,"positive"
"2784","innovative",2,"positive"
"2785","accept",1,"positive"
"2786","useless",-2,"negative"
"2787","congratulations",2,"positive"
"2788","winning",4,"positive"
"2789","innovative",2,"positive"
"2790","congratulations",2,"positive"
"2791","winning",4,"positive"
"2792","innovative",2,"positive"
"2793","proud",2,"positive"
"2794","creative",2,"positive"
"2795","proud",2,"positive"
"2796","creative",2,"positive"
"2797","accept",1,"positive"
"2798","accept",1,"positive"
"2799","accept",1,"positive"
"2800","accept",1,"positive"
"2801","free",1,"positive"
"2802","regret",-2,"negative"
"2803","accept",1,"positive"
"2804","accept",1,"positive"
"2805","accept",1,"positive"
"2806","congratulations",2,"positive"
"2807","winning",4,"positive"
"2808","innovative",2,"positive"
"2809","accept",1,"positive"
"2810","congratulations",2,"positive"
"2811","winning",4,"positive"
"2812","innovative",2,"positive"
"2813","wtf",-4,"negative"
"2814","accept",1,"positive"
"2815","accepted",1,"positive"
"2816","frustrating",-2,"negative"
"2817","cancel",-1,"negative"
"2818","accept",1,"positive"
"2819","nice",3,"positive"
"2820","regret",-2,"negative"
"2821","free",1,"positive"
"2822","threaten",-2,"negative"
"2823","adventure",2,"positive"
"2824","accept",1,"positive"
"2825","accept",1,"positive"
"2826","accept",1,"positive"
"2827","accept",1,"positive"
"2828","exploit",-2,"negative"
"2829","exploit",-2,"negative"
"2830","congratulations",2,"positive"
"2831","winning",4,"positive"
"2832","innovative",2,"positive"
"2833","pay",-1,"negative"
"2834","accept",1,"positive"
"2835","accept",1,"positive"
"2836","bad",-3,"negative"
"2837","accept",1,"positive"
"2838","top",2,"positive"
"2839","accept",1,"positive"
"2840","festive",2,"positive"
"2841","free",1,"positive"
"2842","free",1,"positive"
"2843","accept",1,"positive"
"2844","accept",1,"positive"
"2845","affected",-1,"negative"
"2846","accept",1,"positive"
"2847","fitness",1,"positive"
"2848","top",2,"positive"
"2849","accept",1,"positive"
"2850","accept",1,"positive"
"2851","ridiculous",-3,"negative"
"2852","horrible",-3,"negative"
"2853","congratulations",2,"positive"
"2854","dear",2,"positive"
"2855","fail",-2,"negative"
"2856","accept",1,"positive"
"2857","accept",1,"positive"
"2858","accept",1,"positive"
"2859","accept",1,"positive"
"2860","smarter",2,"positive"
"2861","save",2,"positive"
"2862","accept",1,"positive"
"2863","scam",-2,"negative"
"2864","accept",1,"positive"
"2865","nice",3,"positive"
"2866","congratulations",2,"positive"
"2867","solution",1,"positive"
"2868","accept",1,"positive"
"2869","accept",1,"positive"
"2870","accept",1,"positive"
"2871","apologise",-1,"negative"
"2872","accept",1,"positive"
"2873","accept",1,"positive"
"2874","accept",1,"positive"
"2875","awful",-3,"negative"
"2876","nice",3,"positive"
"2877","solution",1,"positive"
"2878","accept",1,"positive"
"2879","accept",1,"positive"
"2880","accept",1,"positive"
"2881","disappointing",-2,"negative"
"2882","shares",1,"positive"
"2883","accept",1,"positive"
"2884","accept",1,"positive"
"2885","accept",1,"positive"
"2886","accept",1,"positive"
"2887","accept",1,"positive"
"2888","accept",1,"positive"
"2889","accept",1,"positive"
"2890","accept",1,"positive"
"2891","opportunities",2,"positive"
"2892","accept",1,"positive"
"2893","accept",1,"positive"
"2894","accept",1,"positive"
"2895","accept",1,"positive"
"2896","accept",1,"positive"
"2897","accept",1,"positive"
"2898","accept",1,"positive"
"2899","accept",1,"positive"
"2900","accept",1,"positive"
"2901","accept",1,"positive"
"2902","accept",1,"positive"
"2903","accept",1,"positive"
"2904","accept",1,"positive"
"2905","accept",1,"positive"
"2906","accept",1,"positive"
"2907","increased",1,"positive"
"2908","accept",1,"positive"
"2909","assets",2,"positive"
"2910","accept",1,"positive"
"2911","top",2,"positive"
"2912","demand",-1,"negative"
"2913","accept",1,"positive"
"2914","regret",-2,"negative"
"2915","glad",3,"positive"
"2916","accept",1,"positive"
"2917","accept",1,"positive"
"2918","win",4,"positive"
"2919","accept",1,"positive"
"2920","top",2,"positive"
"2921","accept",1,"positive"
"2922","accept",1,"positive"
"2923","accept",1,"positive"
"2924","accept",1,"positive"
"2925","accept",1,"positive"
"2926","accept",1,"positive"
"2927","sucks",-3,"negative"
"2928","accept",1,"positive"
"2929","wonderful",4,"positive"
"2930","accept",1,"positive"
"2931","favor",2,"positive"
"2932","accept",1,"positive"
"2933","accept",1,"positive"
"2934","accept",1,"positive"
"2935","accept",1,"positive"
"2936","pay",-1,"negative"
"2937","accept",1,"positive"
"2938","accept",1,"positive"
"2939","accept",1,"positive"
"2940","accept",1,"positive"
"2941","accept",1,"positive"
"2942","accept",1,"positive"
"2943","accept",1,"positive"
"2944","accept",1,"positive"
"2945","accept",1,"positive"
"2946","accept",1,"positive"
"2947","accept",1,"positive"
"2948","leave",-1,"negative"
"2949","leave",-1,"negative"
"2950","accept",1,"positive"
"2951","accept",1,"positive"
"2952","accept",1,"positive"
"2953","accept",1,"positive"
"2954","accept",1,"positive"
"2955","accept",1,"positive"
"2956","accept",1,"positive"
"2957","accept",1,"positive"
"2958","accept",1,"positive"
"2959","accept",1,"positive"
"2960","accept",1,"positive"
"2961","accept",1,"positive"
"2962","accept",1,"positive"
"2963","accept",1,"positive"
"2964","accept",1,"positive"
"2965","accept",1,"positive"
"2966","accept",1,"positive"
"2967","accept",1,"positive"
"2968","accept",1,"positive"
"2969","shares",1,"positive"
"2970","asset",2,"positive"
"2971","boosts",1,"positive"
"2972","shares",1,"positive"
"2973","shares",1,"positive"
"2974","shares",1,"positive"
"2975","shares",1,"positive"
"2976","leave",-1,"negative"
"2977","leave",-1,"negative"
"2978","desperately",-3,"negative"
"2979","ill",-2,"negative"
"2980","solutions",1,"positive"
"2981","beautiful",3,"positive"
"2982","top",2,"positive"
"2983","win",4,"positive"
"2984","leave",-1,"negative"
"2985","leave",-1,"negative"
"2986","solutions",1,"positive"
"2987","lack",-2,"negative"
"2988","horrendous",-3,"negative"
"2989","superb",5,"positive"
"2990","glad",3,"positive"
"2991","cancelled",-1,"negative"
"2992","cancelled",-1,"negative"
"2993","support",2,"positive"
"2994","wins",4,"positive"
"2995","award",3,"positive"
"2996","innovative",2,"positive"
"2997","solutions",1,"positive"
"2998","award",3,"positive"
"2999","fucktard",-4,"negative"
"3000","suck",-3,"negative"
"3001","dick",-4,"negative"
"3002","encourage",2,"positive"
"3003","inconvenience",-2,"negative"
"3004","fine",2,"positive"
"3005","trouble",-2,"negative"
"3006","pay",-1,"negative"
"3007","fail",-2,"negative"
"3008","cancel",-1,"negative"
"3009","cancel",-1,"negative"
"3010","misleading",-3,"negative"
"3011","dishonest",-2,"negative"
"3012","favor",2,"positive"
"3013","confused",-2,"negative"
"3014","expands",1,"positive"
"3015","agreement",1,"positive"
"3016","rich",2,"positive"
"3017","accept",1,"positive"
"3018","demand",-1,"negative"
"3019","agreement",1,"positive"
"3020","free",1,"positive"
"3021","apologize",-1,"negative"
"3022","inconvenience",-2,"negative"
"3023","regret",-2,"negative"
"3024","wasted",-2,"negative"
"3025","care",2,"positive"
"3026","horrific",-3,"negative"
"3027","ha",2,"positive"
"3028","stupid",-2,"negative"
"3029","horrific",-3,"negative"
"3030","inconvenience",-2,"negative"
"3031","disgusted",-3,"negative"
"3032","congrats",2,"positive"
"3033","top",2,"positive"
"3034","favor",2,"positive"
"3035","devoted",3,"positive"
"3036","scams",-2,"negative"
"3037","regret",-2,"negative"
"3038","worst",-3,"negative"
"3039","funny",4,"positive"
"3040","solution",1,"positive"
"3041","top",2,"positive"
"3042","awful",-3,"negative"
"3043","cancel",-1,"negative"
"3044","save",2,"positive"
"3045","amazing",4,"positive"
"3046","lol",3,"positive"
"3047","regret",-2,"negative"
"3048","cancel",-1,"negative"
"3049","beautiful",3,"positive"
"3050","sucks",-3,"negative"
"3051","care",2,"positive"
"3052","shares",1,"positive"
"3053","super",3,"positive"
"3054","disappointed",-2,"negative"
"3055","regret",-2,"negative"
"3056","ridiculous",-3,"negative"
"3057","impressed",3,"positive"
"3058","liars",-3,"negative"
"3059","inconvenience",-2,"negative"
"3060","devoted",3,"positive"
"3061","scams",-2,"negative"
"3062","fraud",-4,"negative"
"3063","fraud",-4,"negative"
"3064","broken",-1,"negative"
"3065","horrible",-3,"negative"
"3066","top",2,"positive"
"3067","worst",-3,"negative"
"3068","loyal",3,"positive"
"3069","benefits",2,"positive"
"3070","fun",4,"positive"
"3071","fail",-2,"negative"
"3072","ruining",-2,"negative"
"3073","fun",4,"positive"
"3074","fun",4,"positive"
"3075","easy",1,"positive"
"3076","top",2,"positive"
"3077","easy",1,"positive"
"3078","luck",3,"positive"
"3079","favor",2,"positive"
"3080","resolved",2,"positive"
"3081","god",1,"positive"
"3082","unhappy",-2,"negative"
"3083","luck",3,"positive"
"3084","favor",2,"positive"
"3085","promised",1,"positive"
"3086","luck",3,"positive"
"3087","gift",2,"positive"
"3088","super",3,"positive"
"3089","appreciated",2,"positive"
"3090","top",2,"positive"
"3091","inconvenience",-2,"negative"
"3092","congratulations",2,"positive"
"3093","winning",4,"positive"
"3094","favor",2,"positive"
"3095","inconvenience",-2,"negative"
"3096","support",2,"positive"
"3097","solution",1,"positive"
"3098","growth",2,"positive"
"3099","poised",-2,"negative"
"3100","drag",-1,"negative"
"3101","excellent",3,"positive"
"3102","terrible",-3,"negative"
"3103","favor",2,"positive"
"3104","free",1,"positive"
"3105","care",2,"positive"
"3106","irony",-1,"negative"
"3107","fine",2,"positive"
"3108","regret",-2,"negative"
"3109","sad",-2,"negative"
"3110","solving",1,"positive"
"3111","hard",-1,"negative"
"3112","legal",1,"positive"
"3113","top",2,"positive"
"3114","solution",1,"positive"
"3115","prevent",-1,"negative"
"3116","regret",-2,"negative"
"3117","disgrace",-2,"negative"
"3118","joy",3,"positive"
"3119","horrible",-3,"negative"
"3120","appalling",-2,"negative"
"3121","share",1,"positive"
"3122","pay",-1,"negative"
"3123","inconvenience",-2,"negative"
"3124","pretty",1,"positive"
"3125","yeah",1,"positive"
"3126","loyalty",3,"positive"
"3127","fucking",-4,"negative"
"3128","stupid",-2,"negative"
"3129","ass",-4,"negative"
"3130","loyalty",3,"positive"
"3131","wow",4,"positive"
"3132","regret",-2,"negative"
"3133","afraid",-2,"negative"
"3134","favor",2,"positive"
"3135","awful",-3,"negative"
"3136","hope",2,"positive"
"3137","hard",-1,"negative"
"3138","top",2,"positive"
"3139","hard",-1,"negative"
"3140","beautiful",3,"positive"
"3141","top",2,"positive"
"3142","accept",1,"positive"
"3143","inconvenience",-2,"negative"
"3144","terrible",-3,"negative"
"3145","accept",1,"positive"
"3146","shit",-4,"negative"
"3147","afraid",-2,"negative"
"3148","terrible",-3,"negative"
"3149","beautiful",3,"positive"
"3150","top",2,"positive"
"3151","error",-2,"negative"
"3152","appalling",-2,"negative"
"3153","apologize",-1,"negative"
"3154","inconvenience",-2,"negative"
"3155","hope",2,"positive"
"3156","blame",-2,"negative"
"3157","regret",-2,"negative"
"3158","free",1,"positive"
"3159","inconvenience",-2,"negative"
